Hello?|Allô ?
We're renowned for surviving in the harshest desert climate. We also grow the 'Bedabin ambrosia.'... A pineapple of such delicious sumptiousness that it defies description.|Nous sommes réputés pour survivre dans le climat désertique le plus rude. Nous cultivons également l'« ambroisie Bedabin »... Un ananas d'une délicieuse somptuosité qui défie toute description.
Take a look around our camp if you like!|N'hésitez pas à visiter notre campement si vous le souhaitez !
Many thanks with your help previously Effendi!|Merci beaucoup pour votre aide, Effendi !
Sorry, were you saying something to me?|Excusez-moi, vous me disiez quelque chose ?
No, er, nothing important.|Non, euh, rien d'important.
Never mind, it is unimportant when I have such important matters weighing on my soul.|Ce n'est pas grave, cela n'a pas d'importance quand j'ai des questions aussi importantes qui me préoccupent.
How important can a camel's problems be?|À quel point les problèmes d'un chameau peuvent-ils être importants ?
Well, you see, there is a camel called Elly. A beautiful, wondrous camel, with hide like spun gold and teeth that shine like an oasis.|Eh bien, voyez-vous, il y a un chameau qui s'appelle Elly. Un chameau magnifique et merveilleux, avec une peau comme de l'or filé et des dents qui brillent comme une oasis....
...I see.|Je vois.
I've written many poems describing her beauty. Would you like to hear one?|J'ai écrit de nombreux poèmes décrivant sa beauté. Voulez-vous en entendre un ?
It's all right, I'm...|Ce n'est pas la peine, je...
Shall I compare thee to a desert's day? Thou art drier and more rough-skinned.|Dois-je te comparer à un jour dans le désert ? Tu es plus sèche et ta peau est plus rugueuse.
Rough sandstorms shake the cactuses away And summer's heat defers to autumn wind.|De violentes tempêtes de sable secouent les cactus Et la chaleur de l'été cède la place au vent d'automne.
Look, I don't really have the time to...|Écoutez, je n'ai vraiment pas le temps de...
Sometimes too hot the eye of heaven shines, With Guthix' gold complexion often dimmed;|Parfois, l'œil du ciel brille trop fort, Et le teint doré de Guthix s'assombrit souvent ;
And every fair from fair sometime declines, By chance or desert's changing course untrimmed...|Et toute beauté finit par décliner, Par hasard ou par le cours changeant du désert...
Please, stop.|S'il te plaît, arrête.
But I've only got six lines left!|Mais il ne me reste plus que six vers !
That's six too many. If I really want to hear your poetry, I'll tell you, okay?|C'est six de trop. Si je veux vraiment entendre ta poésie, je te le dirai, d'accord ?
Very well. Come back and talk to me if you want to hear more.|Très bien. Reviens me parler si tu veux en entendre davantage.
Oh, it's you again. Have you come back to listen to my poems?|Oh, c'est encore toi. Tu es revenu écouter mes poèmes ?
I'd love to!|J'adorerais !
That's so kind of you. Which one would you like to hear?|C'est très gentil de ta part. Lequel aimerais-tu entendre ?
'Shall I compare thee to a desert's day' is my finest yet, but I've also composed others.|« Dois-je te comparer à un jour dans le désert » est mon meilleur poème jusqu'à présent, mais j'en ai composé d'autres.
That's my favourite poem. Ahem...|C'est mon poème préféré. Hum...
But thine eternal desert shall not fade Nor lose possession of that sand thou owest;|Mais ton désert éternel ne se fanera pas, Ni ne perdra possession du sable qui t'appartient ;
Nor Zamorak brag thou art in his shades, When in eternal lines to sand thou growest,|Ni Zamorak ne se vantera que tu es dans son ombre, Quand dans des lignes éternelles tu grandiras dans le sable,
So long as camels breathe or eyes can see, So long lives this, and this gives life to thee.|Tant que les chameaux respireront ou que les yeux pourront voir, Tant que cela vivra, et cela te donnera la vie.
Ah, Elly, how beautiful you are.|Ah, Elly, comme tu es belle.
What does Elly think of your poems?|Que pense Elly de tes poèmes ?
She's never heard them.|Elle ne les a jamais entendus.
Why not?|Pourquoi ?
I suspect she loves another - Ollie, another camel who roams with her to the north.|Je soupçonne qu'elle en aime un autre, Ollie, un autre chameau qui erre avec elle vers le nord.
So I shall stay here and compose poems for her.|Je vais donc rester ici et composer des poèmes pour elle.
Why not tell her how you feel?|Pourquoi ne lui dis-tu pas ce que tu ressens ?
She seems happy enough as she is, and I have my poems to comfort me.|Elle semble assez heureuse comme ça, et j'ai mes poèmes pour me réconforter.
Well, best of luck with that.|Eh bien, bonne chance.
If you want to hear my poems once more, please come back again.|Si tu veux entendre mes poèmes une fois de plus, reviens me voir.
I wrote this poem when I went to the oasis to nibble at a tree, then discovered I'd left nothing for Elly to nibble. I was distraught.|J'ai écrit ce poème lorsque je suis allé à l'oasis pour grignoter un arbre, puis que j'ai découvert que je n'avais rien laissé à Elly pour grignoter. J'étais désemparé.
This Is Just To Say|Ceci est juste pour dire
I have nibbled the cacti that were by the oasis,|J'ai grignoté les cactus qui se trouvaient près de l'oasis,
and which you were probably saving for lunch.|et que tu gardais probablement pour le déjeuner.
Forgive me, they were delicious, so crunchy and so cold.|Pardonne-moi, ils étaient délicieux, si croquants et si frais.
I wonder if she's forgiven me for eating her snack.|Je me demande si elle m'a pardonné d'avoir mangé son goûter.
Ah, well. I shall return to writing poems to Elly's beauty.|Ah, tant pis. Je vais retourner écrire des poèmes sur la beauté d'Elly.
Headman Ur-tag, I cannot stress enough how important it is that this train link be completed on time. The mining companies have taken out considerable loans...|Chef Ur-tag, je ne saurais trop insister sur l'importance de terminer cette liaison ferroviaire à temps. Les sociétés minières ont contracté des emprunts considérables...
I understand your concerns, Ambassador, but you must realise that the discoveries must change the whole schedule. To remove them too hurriedly would be a crime against knowledge.|Je comprends vos préoccupations, ambassadeur, mais vous devez comprendre que ces découvertes vont bouleverser tout le calendrier. Les éliminer trop précipitamment serait un crime contre la connaissance.
What are you talking about?|De quoi parlez-vous ?
It's the new underground train link being built between our city and the dwarven city of Keldagrim.|Il s'agit de la nouvelle liaison ferroviaire souterraine en cours de construction entre notre ville et la cité naine de Keldagrim.
Shh! What if they're a human spy come to steal our engineering secrets?|Chut ! Et s'il s'agissait d'espions humains venus voler nos secrets techniques ?
You do not meet all of the requirements to start the Another Slice of H.A.M. quest.|Vous ne remplissez pas toutes les conditions requises pour commencer la quête « Another Slice of H.A.M. ».
It will be the pinnacle of dwarven engineering! A great leap forward from the old steam-powered minecarts! A monument to the power and ingenuity of the Consortium!|Ce sera le summum de l'ingénierie naine ! Un grand bond en avant par rapport aux anciens chariots miniers à vapeur ! Un monument à la puissance et à l'ingéniosité du Consortium !
And it would be finished by now, except that they found some old goblin bones they want to dig up.|Et il serait déjà terminé, sauf qu'ils ont trouvé de vieux os de gobelins qu'ils veulent déterrer.
We've unearthed some very important artefacts that were buried during the Dorgeshuun Civil War. They could shed important light on our history.|Nous avons déterré des artefacts très importants qui avaient été enterrés pendant la guerre civile de Dorgeshuun. Ils pourraient apporter un éclairage important sur notre histoire.
[player name], do you have any experience with archaeology?|[nom du joueur], avez-vous de l'expérience en archéologie ?
I passed my archaeology exam at the Digsite!|J'ai réussi mon examen d'archéologie au site de fouilles !
Excellent! We have not had a major archaeological project for generations, so if you could give us some help we would appreciate it.|Excellent ! Nous n'avons pas eu de projet archéologique majeur depuis des générations, donc si vous pouviez nous aider, nous vous en serions reconnaissants.
Start the Another Slice of H.A.M. quest?|Commencer la quête « Une autre tranche de H.A.M. » ?
No.|Non.
I'd love to help!|Je serais ravi de vous aider !
Splendid! The path to the train tunnel is in the south- west of the city.|Magnifique ! Le chemin vers le tunnel ferroviaire se trouve au sud-ouest de la ville.
Perhaps now we can get this finished quickly and get on with laying the tracks.|Peut-être pourrons-nous maintenant terminer rapidement et passer à la pose des rails.
Do your own digging!|Faites vos propres fouilles !
Oh well. We will continue at our own pace.|Eh bien, tant pis. Nous continuerons à notre rythme.
What can I do in the city?|Que puis-je faire dans la ville ?
Why don't you visit the market? I hear there is quite a craze for surface foods at the moment, so you might be able to sell something there.|Pourquoi ne pas visiter le marché ? J'ai entendu dire qu'il y avait actuellement un engouement pour les aliments de surface, vous pourriez donc peut-être y vendre quelque chose.
You might also want to visit the caves to the south of the city. There are many monsters to fight there, and Zanik apparently found ways to cross over their heads!|Vous pourriez également visiter les grottes au sud de la ville. Il y a beaucoup de monstres à combattre là-bas, et Zanik a apparemment trouvé le moyen de passer au-dessus de leurs têtes !
Why did you decide to open the city?|Pourquoi avez-vous décidé d'ouvrir la ville ?
For trade, and for fostering goodwill between races! I am sure that it will benefit both our races.|Pour le commerce et pour favoriser les relations entre les races ! Je suis sûr que cela profitera à nos deux races.
It's funny... whenever we dwarves have ventured onto the surface, we've found ourselves at war with the goblins there.|C'est drôle... chaque fois que nous, les nains, nous sommes aventurés à la surface, nous nous sommes retrouvés en guerre avec les gobelins qui y vivaient.
But now we meet these goblins underground, and they're no threat at all. Maybe this will herald a change in our relations with the surface goblins as well.|Mais maintenant que nous rencontrons ces gobelins sous terre, ils ne représentent plus aucune menace. Peut-être que cela annoncera également un changement dans nos relations avec les gobelins de la surface.
